Issue Type,Issue key,Issue id,Summary,Assignee,Assignee Id,Reporter,Reporter Id,Priority,Status,Resolution,Created,Updated,Due date,Creator,Creator Id,Last Viewed,Resolved,Custom field (Resolved At),Time Spent,Custom field (Bug Category),Custom field (Business Domain),Custom field (Last Comment),Description
Bug,TSTAUTO-31136,389062,LP02_Airbus UAT_Carrier ID is mismatched,,,"MARUTHAMUTHURAJAN B (DHL IT Services), external",712020:8db174ac-7dcb-46ab-a35b-8199ab16adec,Highest,To Do,,10/30/2025 14:00,10/30/2025 14:00,,"MARUTHAMUTHURAJAN B (DHL IT Services), external",712020:8db174ac-7dcb-46ab-a35b-8199ab16adec,,,,,Data,AIRBUS_MTES_UAT,,"+*User Account for Test Env:*+

Env : [+dscotmlp02test.dhl.com+ |https://dscotmuk01test.dhl.com/]
Username: [otm.otm@dhl.com|mailto:otm.otm@dhl.com]
Role: ""SYT_SUPERUSER""

Navigate to ""Not-Started Shipments""
Search the ShipmentID - B25303M00019
Verify the Shipment details as ""Carrier ID"" is ""INSTANT_LINK""

Carrier ID actual value is MATAMOROS and the expected value is INSTANT_LINK



!image-20251030-120005.png|width=315,alt=""image-20251030-120005.png""!"
Bug,TSTAUTO-31135,389061,UK01_JLR UAT _Earliest Time value is not as expected  for Shipment,,,"Jagadish Kumar V (DHL Supply Chain), external",712020:75ee23df-d858-40f6-94da-cbba8ec1e127,High,To Do,,10/30/2025 13:58,10/30/2025 14:22,,"Jagadish Kumar V (DHL Supply Chain), external",712020:75ee23df-d858-40f6-94da-cbba8ec1e127,,,,,Configuration,JLR,,"h2. Environment URL

TEST - [https://dscotmuk01test.dhl.com/|https://dscotmuk01test.dhl.com/]

Test User Account : [otm.otm@dhl.com|mailto:otm.otm@dhl.com]

+*Steps to reproduce:*+

# Create Shipment xml using template ""Template_JLR_SP_S4_UAT_016_1.xml"" with below upcoming Weekdays TimeWindow 
(*_Please find the attached xml which was uploaded onto OTM after updating the below changes - Template_JLR_SP_S4_UAT_016_1_new105.xml_*)
      | fieldName         | upcoming WeekDay |
      | EarlyPickupDt     | Today+3          |
      | LatePickupDT      | Today+3          |
      | EarlyDeliveryDate | Today+10         |
      | LateDeliveryDt    | Today+10         |    
# Login to OTM as ""TaasOTMuser"" using SSO with Domain ""JLR""
# Switch role to ""JLR_EU_SUPER_USER_ROLE ( Default )""
# Navigate to ""Integration Manager""
# Upload xml which was updated in first step (*_i.e, Template_JLR_SP_S4_UAT_016_1_new105.xml_*)
# Navigate to ""Transmission Manager""
# Verify the transmission status is ""Processed"" (*_TransmissionID : 58680011_*)
# Switch role to ""JLR_EU_MASTER_USER_ROLE""
# Navigate to ""Order Movement""
# Search order in order movement (*_Order ID : XBDC0-20251030114435558_*)
# Verify the order is displayed in Order movement
# Plan shipment through Bulk Plan with ParameterSetId as ""JLR"" in Order Movement page
# Capture the shipmentID (*_ShipmentID : 00918968_*)
# Navigate to ""Buy Shipments""
# Search Shipment and Observe the Earliest Date

*Expected Result*:  Earliest Date should be as 03-NOV-2025

*Actual Result* : Earliest Date displayed as 02-NOV-2025

*No of testcase affected:  1*

*Test Report* : [https://dhl.atlassian.net/wiki/download/attachments/316585269/TSTAUTO-31134_2025-10-30_111058.html?api=v2|https://dhl.atlassian.net/wiki/download/attachments/316585269/TSTAUTO-31134_2025-10-30_111058.html?api=v2]

+*Test data :*+ attached xml file"
Bug,TSTAUTO-31132,389051,LP02_Airbus UAT_No data was returned in the Transmission Manager,,,"MARUTHAMUTHURAJAN B (DHL IT Services), external",712020:8db174ac-7dcb-46ab-a35b-8199ab16adec,High,To Do,,10/30/2025 13:09,10/30/2025 13:13,,"MARUTHAMUTHURAJAN B (DHL IT Services), external",712020:8db174ac-7dcb-46ab-a35b-8199ab16adec,,,,,Data,AIRBUS_MTES_UAT,,"+*User Account for Test Env:*+

Env : [+dscotmlp02test.dhl.com+ |https://dscotmuk01test.dhl.com/]
Username: [otm.otm@dhl.com|mailto:otm.otm@dhl.com]
Role: ""SYT_SUPERUSER""

Login to OTM as ""TaasOTMuser"" using SSO with Domain ""MTES""
Create order using XML “Refer the attached XML“
Order ID : MTES_UAT_41-20251030051950156
Switch role to ""AIESP_PLANNER""
Navigate to ""Unplanned Orders""
Search order in order release

Perform mass update to change planning method ""Normal Planning""

Plan shipment through Bulk Plan with ParameterSetId as ""AIES_PLANNING_PARAMETER_V1""
Shipment ID : B25303M00001
Navigate to ""Not-Started Shipments""
Search the Shipment
Perform Secure Resources
Navigate to ""All Shipments | BUY SHIPMENT""
Verify shipment is displayed
Navigate to ""Accepted Shipments""
Verify shipment is displayed
Verify the Shipment details as ""Shipment Status"" is ""SECURE RESOURCES_ACCEPTED""
Switch role to ""TAAS_ROBOT ( Default )""
Navigate to ""Transmission Manager""
Set External System as ""PLANNEDSHP_TO_AM_PLUS"" and search by Object Id as ShipmentID 

Actual Result : No data was returned
Expected Result : Data should be return for the specific search criteria.

[^Template_MTES_UAT_41.XML_new650.xml] 

!image-20251030-110517.png|width=315,alt=""image-20251030-110517.png""!"
Bug,TSTAUTO-31129,389038,"UK01_JLR UAT _Transmission status is 'ERROR'  instead of  'Processed"" - 7 XML files",,,"Jagadish Kumar V (DHL Supply Chain), external",712020:75ee23df-d858-40f6-94da-cbba8ec1e127,High,To Do,,10/30/2025 12:51,10/31/2025 15:42,,"Jagadish Kumar V (DHL Supply Chain), external",712020:75ee23df-d858-40f6-94da-cbba8ec1e127,,,,,Configuration,JLR,,"h2. Environment URL

TEST - [https://dscotmuk01test.dhl.com/|https://dscotmuk01test.dhl.com/]

Test User Account : [otm.otm@dhl.com|mailto:otm.otm@dhl.com]

+*Steps to reproduce:*+

# Create JLR xml using template ""Template_JLR_UAT_S6_S_04.xml"" with prefix ""XBDC0"" and below values
(*_Please find the attached xmls which was uploaded onto OTM after updating the required changes - Template_JLR_UAT_S6_S_04_new141.xml_*)
      | fieldName          | Values                   |
      | OrderConfiguration | JLR_ORDER_CONFIG         |
      | BuyFixedItinerary  | D2L4A-02641-EH-SX630X-D1 |
      | SourceLocationID   | D2L4A                    |
      | DestLocationID     | 02641-EH                 |
      | OrderTypeGid       | XBDC0                    |
      | RefNumQualifierId1 | JLR_ORDER_TYPE           |
      | RefNum1            | XBDC0                    |
# Login to OTM as ""TaasOTMuser"" using SSO with Domain ""JLR""
# Switch role to ""JLR_EU_SUPER_USER_ROLE ( Default )""
# Navigate to ""Integration Manager""
# Upload xml onto OTM which was updated in first step (*_i.e, Template_JLR_UAT_S6_S_04_new141.xml_*)
# Navigate to ""Transmission Manager""
# Verify the transmission status should be ""Processed""  (*_Transmission ID : 58679990_*)

*Expected Result*:  Transmission status should be 'Processed'

*Actual Result* : Transmission status - ERROR

*No of testcase affected:  7*

*Test Report* : [https://dhl.atlassian.net/wiki/download/attachments/316585269/TSTAUTO-31112_2025-10-30_061059.html?api=v2|https://dhl.atlassian.net/wiki/download/attachments/316585269/TSTAUTO-31112_2025-10-30_061059.html?api=v2]

+*Test data :*+ attached all xml files 

|[S.no|http://S.no]|TC#|Transmission ID|Order|Xml file name|
|1|TSTAUTO-17274|58679990|XBDC0-20251030063212319|Template_JLR_UAT_S6_S_04_new141.xml|
|2|TSTAUTO-17445|58679989|XBDC0-20251030063039572|Template_JLR_UAT_S6_S_15_1_new374.xml|
|3|TSTAUTO-17414|58679996|XBDC0-20251030064111464|Template_JLR_UAT_S6_S_12_new777.xml|
|4|TSTAUTO-18154|58679988|XBDC0-20251030062907194|Template_JLR_UAT_S5_001_1_new340.xml|
|5|TSTAUTO-17207|58679987|XBDC0-20251030062733907|Template_JLR_UAT_S6_S_21_new920.xml|
|6|TSTAUTO-17229|58679997|XBDC0-20251030064244137|Template_JLR_UAT_S6_S_09_1_new743.xml|
|7|TSTAUTO-17209|58679998|XBDC0-20251030064416175|Template_JLR_UAT_S6_S_017_new78.xml|"
Bug,TSTAUTO-31120,388977,EU01_VITESCO2.0_Transmission status is ERROR instead of PROCESSED,,,Senthil Kumar S (DHL IT Services),712020:cf93f38c-a74f-4e07-883a-55f519011c75,Medium,To Do,,10/30/2025 10:36,11/3/2025 7:37,,Senthil Kumar S (DHL IT Services),712020:cf93f38c-a74f-4e07-883a-55f519011c75,,,,,Configuration,VITESCO,,"env : EU01test.dhl.com

+*Steps :*+

# Create order VIT-20251029165712779 by uploading the attached xml (Template_SinglePO_Transorder_New_new115.xml)
# Create Order Release line in TOP application
# plan shipment 1000005723
# Perform Secure Resources
# Upload the attached xml (85_Template_CreateOrderRelease_new742.xml) to cancel the order 

Expected : 

transmission status is PROCESSED

Actual : 

transmission status is ERROR (transmission id : +78139797+)

!image-20251030-084145.png|width=822,alt=""image-20251030-084145.png""!



[^85_Template_CreateOrderRelease_new742 (a8c4c86f-2c62-490d-b1b1-5a27f82a4e82).xml]
[^Template_SinglePO_Transorder_New_new115 (ac22d3ad-676c-4a4a-9ee7-96b50fdc7737).xml]

"
Bug,TSTAUTO-31106,388845,LT01_MXNTA_OrderRelease was not shown in Search results for Manual Order Creation,,,Sivamoorthy Arumugam (DHL IT Services),712020:b02d3f8a-5392-4517-8986-efd62808d411,Highest,Ready for Testing,,10/30/2025 7:29,11/3/2025 11:50,,Sivamoorthy Arumugam (DHL IT Services),712020:b02d3f8a-5392-4517-8986-efd62808d411,,,,,Database,MXNTA,,"*Description:* OrderRelease created using Manual Order creation screen was not shown in Search reults.

*Steps to reproduce:*

# Login to OTM
# Switch role to ""OM PL""
# Click Manual Order Base and Enter Mandatory details and Create Order:*MXNTA_20251029090815118*
# Navigate to “Order Release""
# Search Order

*Expected Result:* Order Should shown in Search results.

*Actual result:* OrderRelease created using Manual Order creation screen was not shown in Search reults.

Automation report: [https://dhl.atlassian.net/wiki/download/attachments/316600754/TSTAUTO-31022_2025-10-29_101014.html?api=v2|https://dhl.atlassian.net/wiki/download/attachments/316600754/TSTAUTO-31022_2025-10-29_101014.html?api=v2]



*NOTE:- Below Test data used for Order creation* 

{noformat}""domainName=MXNTA,
""SOURCE=ABT_38D015
""DESTINATION=04032
""Total Package Count=10
""Packaged Item ID=10000~10000~10000~10000~10000~10000~10000~10000~10000~10000~10000~10000"",
""Peso=10
""Weight=10
""VOLUME=10
""GUIDE TYPE=AC"",
""SERVICE TYPE=TERRESTRIAL
""DELIVERY TIME=72{noformat}

!image-20251030-053620.png|width=665,alt=""image-20251030-053620.png""!"
Bug,TSTAUTO-31067,388593,EU01_Bayer_Invoice status mismatch,"Navaneethakrishnan G (DHL Supply Chain), external",712020:9df92d4c-4403-4f0f-bc08-b8cb127d9bbd,Senthil Kumar S (DHL IT Services),712020:cf93f38c-a74f-4e07-883a-55f519011c75,Medium,To Do,,10/29/2025 17:35,10/31/2025 11:38,,Senthil Kumar S (DHL IT Services),712020:cf93f38c-a74f-4e07-883a-55f519011c75,,,,,Configuration,BAYER,,"URL: [https://dscotmeu01test.dhl.com/|https://dscotmeu01dev.dhl.com/]

user: [otm.otm@dhl.com|mailto:otm.otm@dhl.com]

 

+*Steps to reproduce:*+

    1) Create order BYR-20251029061454632 and plan shipment 1000005609

# create invoice INV20251029064158269 by uploading xml (transmission id : 78138140)
# Create one more invoice INV20251029064328831 by uploading xml (transmission id : 78138142)
# Verify the invoice status is MISMATCH
# Perform Adjust Shipment Costs
# Navigate to ""Invoices | Automated Invoices""
# Search invoice INV20251029064328831 
# Do Rematch Invoice
# Verify invoice status

Expected : AUDIT APPROVED

Actual : MISMATCH





 

 "
Bug,TSTAUTO-31066,388590,EU01_Bayer_Shipment status is 'TENDERED' instead of 'TENDER_REJECTED',Jhanani J (DHL IT Services),712020:8c0fa7d7-0aa7-48d0-b89b-c21a72239312,Senthil Kumar S (DHL IT Services),712020:cf93f38c-a74f-4e07-883a-55f519011c75,Medium,In Review,,10/29/2025 17:17,10/31/2025 14:32,,Senthil Kumar S (DHL IT Services),712020:cf93f38c-a74f-4e07-883a-55f519011c75,,,,,Configuration,BAYER,,"URL: [https://dscotmeu01test.dhl.com/|https://dscotmeu01dev.dhl.com/]

user: [otm.otm@dhl.com|mailto:otm.otm@dhl.com]

role: PLANNER_ROLE

 

+*Steps to reproduce:*+

   1. create order and plan shipment 1000005621

# Perform secure resources and verify Tender Status is SECURE RESOURCES_TENDERED
# wait for 90 seconds
# refresh and verify secure shipment status 

Expected: shipment status is ‘TENDER_REJECTED’

Actual : shipment status is ‘TENDERED’





 "
Bug,TSTAUTO-31056,388559,LT01_MXNTA_Error displayed when Equipment group is updated in Constraints tab,"Bharathi Mohan (DHL IT Services), external",712020:b6d81c43-0a8a-4735-bd3b-3d184ed4bb53,"Sujani CM (DHL IT Services), external",712020:a19cb18a-26fb-40f2-af9e-c22507f3fb6a,Highest,Done,Done,10/29/2025 15:34,10/31/2025 12:30,,"Sujani CM (DHL IT Services), external",712020:a19cb18a-26fb-40f2-af9e-c22507f3fb6a,,10/31/2025 12:30,,,Database,MXNTA,,"*Description:* Error “The following Involved party location are missing contact information“  displayed when Equipment group is updated in Constraints tab. 

*Steps to reporoduce:*

# Login to OTM
# Create order using xml Template_MXNTA_AR_Create_OrderBase  *Order ID is MXNTA-20251027220326912*
# Switch role to ""OM PL""
# Navigate to ""Order Base""
# Search Order
# Update the field  *Equipment Group - 3_5T*  in ""Constraints” tab

*Expected Result:* Equipment group should be updated

*Actual result:* Error is displayed

Automation report : [https://dhl.atlassian.net/wiki/download/attachments/316600754/TSTAUTO-30867_2025-10-28_031002.html?api=v2|https://dhl.atlassian.net/wiki/download/attachments/316600754/TSTAUTO-30867_2025-10-28_031002.html?api=v2]



!image-20251029-134252.png|width=658,alt=""image-20251029-134252.png""!"
Bug,TSTAUTO-31055,388558,LP02_Syngenta_Unable to updated the Subcontractor's Name,,,"MARUTHAMUTHURAJAN B (DHL IT Services), external",712020:8db174ac-7dcb-46ab-a35b-8199ab16adec,High,To Do,,10/29/2025 15:32,10/30/2025 9:40,,"MARUTHAMUTHURAJAN B (DHL IT Services), external",712020:8db174ac-7dcb-46ab-a35b-8199ab16adec,,,,,Functional,Syngenta,,"+*User Account for Test Env:*+

Env : [+dscotmlp02test.dhl.com+ |https://dscotmuk01test.dhl.com/]
Username: [otm.otm@dhl.com|mailto:otm.otm@dhl.com]
Role: ""SYT_SUPERUSER""

Steps to Reproduce:

Login to OTM as ""TaasOTMuser"" using SSO with Domain ""T079""

Switch role to ""SYT_SUPERUSER""

Navigate to Buy Shipment - Shipment ID 125452

Update Shipment field ""Subcontractor´s Name"" column as ""SUBCONN"" in the Shipment table

Click Save All changes

Then Verify the Subcontractor’s Name value is Updated or not

Actual Result - Value not updated in the Subcontractor’s Name column
Expected Result Value should be updated in the Subcontractor’s Name column and Indicator should in the Blue color.


!image-20251029-133029.png|width=315,alt=""image-20251029-133029.png""!



"
Bug,TSTAUTO-31053,388554,EU01_Bayer_Error displayed on performing 'Rejected - Operations' for manual invoice,Jhanani J (DHL IT Services),712020:8c0fa7d7-0aa7-48d0-b89b-c21a72239312,Senthil Kumar S (DHL IT Services),712020:cf93f38c-a74f-4e07-883a-55f519011c75,Medium,In Review,,10/29/2025 15:19,10/31/2025 13:49,,Senthil Kumar S (DHL IT Services),712020:cf93f38c-a74f-4e07-883a-55f519011c75,,,,,Configuration,BAYER,,"URL: [https://dscotmeu01test.dhl.com/|https://dscotmeu01dev.dhl.com/]

user: [otm.otm@dhl.com|mailto:otm.otm@dhl.com]

role: FBA_ROLE

 

+*Steps to reproduce:*+

    1) navigate to manual invoice and search invoice using shipment id 1000005619

# select invoice and perform ‘Rejected - Operations’

Expected : Invoice should be rejected

Actual : Error displayed

!image-20251029-132219.png|width=822,alt=""image-20251029-132219.png""!







 

 "
Bug,TSTAUTO-31048,388544,LP02_AIRBUSDIGTRA_Planned cost not updated,,,"Jagadeeshwaran V (DHL IT Services), external",712020:61635a9c-a283-4f94-aa3d-d74791c6e513,High,To Do,,10/29/2025 14:55,10/31/2025 14:01,,"Jagadeeshwaran V (DHL IT Services), external",712020:61635a9c-a283-4f94-aa3d-d74791c6e513,,,,,Data,AIRBUSDIGITAL,,"Environment: Test
Url : [https://dscotmlp02test.dhl.com/|https://dscotmlp02test.dhl.com/]

user : [otm.otm@dhl.com|mailto:otm.otm@dhl.com]

role : PLANNER_ROLE

Steps : 

 Given Create TR xml using template ""AIRBUS_70_TR.xml"" with prefix ""AIRBUS""
    Given Login to OTM as ""TaasOTMuser"" using SSO with Domain ""AIRBUS""
    And Navigate to ""Integration Manager""
    And Upload OrderBase xml
    Then Navigate to ""TRANSMISSION MANAGER""
    And Verify the transmission status is ""Processed""
    Then Switch role to ""PLANNER_ROLE""
    And search order in ""All TRs""
    Then Verify the order is displayed in ""All TRs""
    Then Verify the Order details as ""TR Status"" is ""MANUAL""
    Then Verify the Order details as ""DOCS_CIN"" is ""DOCS_CIN_NOT_REQUIRED""
    Then Verify the Order details as ""DOCS_CDO"" is ""DOCS_CDO_NOT_REQUIRED""
    Then Verify the Order details as ""DOCS_HAZ"" is ""DOCS_HAZ_NOT_REQUIRED""
    And  Add Order Reference Numbers
      | fieldName           | expectedValue |
      | MANUAL_ACCOUNT_CODE | 225354386     |
    And Do Manual Rate Request to DHLX
    And search order in ""All TRs""
    Then Verify the order is displayed in ""All TRs""
    Then Verify the Order details as ""TR Status"" is ""PLANNED""
    Then Navigate to ""All Shipments""
    Then Search the Shipment using Order Base ID
    Then Verify the Shipment details as ""Shipment Status"" is ""ACCEPTED""
    And  Add shipment Tracking Events
      | ResponsibleParty | Status                    | StatusCode                | Shipment Stop |
      | CARRIER          | SHIPMENT_PICKUP_COLLECTED | SHIPMENT_PICKUP_COLLECTED | 1             |
    Then Wait for the Shipment details as ""Shipment Status"" is ""IN_TRANSIT""
    And search order in ""All TRs""
    Then Verify the order is displayed in ""All TRs""
    Then Verify the Order details as ""TR Status"" is ""IN_TRANSIT""
    Then Navigate to ""All Shipments""
    And Search the shipment in Shipments page
    And  Add shipment Tracking Events
      | ResponsibleParty | Status             | StatusCode         | Shipment Stop |
      | CARRIER          | SHIPMENT_DELIVERED | SHIPMENT_DELIVERED | 2             |
    Then Wait for the Shipment details as ""Shipment Status"" is ""DELIVERED""
    And Get Express Way Bill RefernceNumber and existing ChargeableWeight on the shipment
    And Open the ""Related Order Releases""
    Then Verify if the TR Status is ""DELIVERED"" for both All Orders
    Then Switch role to ""TAAS_ROBOT ( Default )""
    Given Create Shipment xml using template ""Create_ADS_FR_SAS_3.1_CHARGEWT_Template_PN.xml"" and below values
      | fieldName       | Values          |
      | ShipmentID      | ShipmentID      |
      |EXPRESS_WAYBILL|EXPRESS_WAYBILL|
    And Navigate to ""Integration Manager""
    And Upload OrderBase xml
    Then Navigate to ""TRANSMISSION MANAGER""
    And Verify the transmission status is ""Processed""
    Then Switch role to ""*PLANNER_ROLE*""
    Then Navigate to ""All Shipments""
    And Search the shipment in Shipments page
    Then *Verify if Planned cost And ChargeableWeight updated*
  

+*Expected Result:*+  planned cost to be updated

+*Actual  Result:*+ planned cost not updated


!image-20251030-140205.png|width=493,alt=""image-20251030-140205.png""!



Template xml names:
 AIRBUS_70_TR.xml

 Create_TR_ADS_SP_1.2_Template_FINAL.xml

Order Release ID - AIRBUS-20251030100225806
Shipment ID: 1000022126

 

Impact GTs : 2

*Automation Report:*

 [+TSTAUTO-31128_2025-10-30_101020.html+|https://dhl.atlassian.net/wiki/download/attachments/316581922/TSTAUTO-31128_2025-10-30_101020.html?api=v2]
*Template xml* [*file:*|file:￼Betwen]
[Betwe|file:￼Betwen]en the % symbol values updated
[^Create_ADS_FR_SAS_3.1_CHARGEWT_Template_PN.xml] "
Bug,TSTAUTO-31047,388537,EU01_VITESCO2.0_Got error when we perform Secure Resource action,Jhanani J (DHL IT Services),712020:8c0fa7d7-0aa7-48d0-b89b-c21a72239312,"Mareeswari N (DHL IT Services), external",712020:fc8b576f-b1e3-4b16-b71a-940bd7e8bd5b,Medium,In Progress,,10/29/2025 14:35,11/4/2025 7:58,,"Mareeswari N (DHL IT Services), external",712020:fc8b576f-b1e3-4b16-b71a-940bd7e8bd5b,,,,,Configuration,VITESCO,,"env : EU01test.dhl.com

+*Steps :*+

# Login to OTM as ""TaasOTMuser"" using SSO with Domain ""VIT""
# Navigate to ""Integration Manager"" and Upload OrderBase xml
# Navigate to ""Transmission Manager"" and Search & Verify the transmission status is ""PROCESSED""
# Switch role to ""SUPER_USER_ROLE""
# Navigate to ""All Orders"" and Search order in order release
# Plan shipment through Bulk Plan with ParameterSetId as ""VIT_PARAMETER_SET""
# Navigate to ""All Shipments"" and Search the shipment in Shipments page
# Click Secure Resources action

+*Test data :*+ 

*Shipment # 1000005719*



+*Report*+

[https://dhl.atlassian.net/wiki/download/attachments/316580831/TSTAUTO-31036_2025-10-29_111017.html?api=v2|https://dhl.atlassian.net/wiki/download/attachments/316580831/TSTAUTO-31036_2025-10-29_111017.html?api=v2]

+*Expected Result:*+ 

Success page should be displayed

+*Actual Result:*+

Got Error screen *You cannot perform this action. The following record(s) failed the VIT.LLP_RESP_FLAG_EXISTS check:*

!image-20251029-124301.png|width=715,alt=""image-20251029-124301.png""!





+*Impacted GTs*+: *1*"
Bug,TSTAUTO-31042,388530,EU01_Bayer_Itineraries 'ROAD-FTL' and 'ROAD-LTL' are not displayed,,,Senthil Kumar S (DHL IT Services),712020:cf93f38c-a74f-4e07-883a-55f519011c75,Medium,To Do,,10/29/2025 14:21,10/29/2025 15:23,,Senthil Kumar S (DHL IT Services),712020:cf93f38c-a74f-4e07-883a-55f519011c75,,,,,Configuration,BAYER,,"URL: [https://dscotmeu01test.dhl.com/|https://dscotmeu01dev.dhl.com/]

user: [otm.otm@dhl.com|mailto:otm.otm@dhl.com]

role: FBA_ROLE

 

+*Steps to reproduce:*+

    1) Search order BYR-20251028171705177 in All Order Release screen and plan shipment using show routing option

Expected : ‘ROAD-LTL’ is displayed as itinerary

Actual : ‘ROAD-LTL’ is not displayed

!image-20251029-122516.png|width=822,alt=""image-20251029-122516.png""!

*Similarly for order BYR-20251029085912272  itinerary ‘ROAD FTL’ is not displayed*





 

 "
Bug,TSTAUTO-31035,388517,EU01_LEGO_In Super user role unable to Create Shipment using Show Routing Options,,,"Jagadeeshwaran V (DHL IT Services), external",712020:61635a9c-a283-4f94-aa3d-d74791c6e513,High,To Do,,10/29/2025 13:31,10/29/2025 13:42,,"Jagadeeshwaran V (DHL IT Services), external",712020:61635a9c-a283-4f94-aa3d-d74791c6e513,,,,,Data,LEGO,,"env : {{dscotmeu01test.dhl.com}}

user : [otm.otm@dhl.com|mailto:otm.otm@dhl.com]

role : SUPER_USER_ROLE

Steps : 

    Given Login to OTM as ""TaasOTMuser"" using SSO with Domain ""Domain Name""
    And Navigate to ""Integration Manager""
    And Create new Id and Get the Id for ""Release""
    Then Create ""Pick Request Order"" xml using template ""Order Template XML"" and below values
      | fieldName  | Values |
      | PickupDT   | 1      |
      | DeliveryDT | 5      |
    And Upload ""Pick Request Order"" xml
    And Navigate to ""TRANSMISSION MANAGER""
    Then Verify the transmission status is ""Transmission Status Value""
    And Switch role to ""SUPER_USER_ROLE""
    And Navigate to ""New Orders""
    And Search order in order release
    Then Verify the Order details as ""Order Status"" is ""Order Status_NEW""
    And *Create Shipment using Show Routing Options using Service Provider ""Service Provider Value""*
  

+*Expected Result:*+  able Create shipment

+*Actual  Result:*+   unable Create shipment as show routing options are empty


!image-20251029-113455.png|width=326,alt=""image-20251029-113455.png""!

Order Release ID - *LE20251029084732*
Shipment ID: 1000034167
*Service Provider: ASSTRA_DH*

 

Impact GTs : 1

Automation Report:

[https://dhl.atlassian.net/wiki/download/attachments/316585430/TSTAUTO-31013_2025-10-29_091001.html?api=v2|https://dhl.atlassian.net/wiki/download/attachments/316585430/TSTAUTO-31013_2025-10-29_091001.html?api=v2]

 

 "
Bug,TSTAUTO-31031,388512,"EU01_LEGO_Unable to Perform ""Invoice Adjusted Costs"" action",,,"Jagadeeshwaran V (DHL IT Services), external",712020:61635a9c-a283-4f94-aa3d-d74791c6e513,High,To Do,,10/29/2025 13:10,10/30/2025 9:50,,"Jagadeeshwaran V (DHL IT Services), external",712020:61635a9c-a283-4f94-aa3d-d74791c6e513,,,,,Data,LEGO,,"*env :* {{dscotmeu01test.dhl.com}}

*user :* [otm.otm@dhl.com|mailto:otm.otm@dhl.com]

*role :* PLANNER_ROLE

*Steps :* 

    Given Login to OTM as ""TaasOTMuser"" using SSO with Domain ""LEGO""
    And Navigate to ""Integration Manager""
    And Create new Id and Get the Id for ""Location""
    Then Create ""GCB Location"" xml using template ""Template_LEGO_GCB_To_OTM_LOCATION.xml""
    And Upload ""GCB Location"" xml
    And Navigate to ""TRANSMISSION MANAGER""
    Then Verify the transmission status is ""PROCESSED""
    And Navigate to ""Integration Manager""
    And Create new Id and Get the Id for ""Release""
    Then Create ""Pick Request Order"" xml using template ""Template_LEGO_Order_for_ManualInvoice.xml"" and below values
      | fieldName  | Values |
      | PickupDT   | 1      |
      | DeliveryDT | 15     |
    And Upload ""Pick Request Order"" xml
    And Navigate to ""TRANSMISSION MANAGER""
    Then Verify the transmission status is ""PROCESSED""
    And Switch role to ""PLANNER_ROLE""
    And Navigate to ""New Orders | Orders""
    And Search order in order release
    Then Verify the Order details as ""Order Status"" is ""NEW""
    And Create Shipment using Show Routing Option
    And Navigate to ""Shipments""
    And Search the shipment in Shipments page
    Then Verify the Shipment details as ""Shipment Status"" is ""NEW""
    And Perform Secure Resources
    Then Verify the Shipment details as ""Shipment Status"" is ""TENDERED""
    And Verify the Shipment details as ""Tender Status"" is ""SECURE RESOURCES_TENDERED""
    And Logout and change domain to ""SERVPROV""
    And Navigate to ""Online Booking/Tendering""
    And Search the shipment in Tendering page
    And Accept Tender
    And Logout and change domain to ""LEGO""
    And Switch role to ""*PLANNER_ROLE*""
    And Navigate to ""Shipments""
    And Search the shipment in Shipments page
    Then Verify the Shipment details as ""Shipment Status"" is ""ACCEPTED""
    And Verify the Shipment details as ""Tender Status"" is ""SECURE RESOURCES_ACCEPTED""
    And Perform Switch FBA Process Mode for Shipment only If ""FBA Process Mode"" is ""AUTOMATIC""
    And Add shipment Tracking Events in Planner Role
      | ResponsibleParty | Status                  | StatusCode              | Shipment Stop |
      | CARRIER          | DELIVERED AT FINAL MILE | Delivered at Final Mile | 2             |
    Then Verify Events through View Shipment Tracking Events under Shipment Management Menu
      | Event Description       | Event Location | EventDate                              |
      | Delivered at Final Mile | 2              | getEventTimefrommanualaddtrackingevent |
    And Add shipment Tracking Events in Planner Role
      | ResponsibleParty | Status  | StatusCode | Shipment Stop |
      | CARRIER          | COST OK | COST OK    | 1             |
    Then Verify Events through View Shipment Tracking Events under Shipment Management Menu
      | Event Description | Event Location | EventDate                              |
      | COST OK           | 1              | getEventTimefrommanualaddtrackingevent |
    And Adjust Shipment Costs
      | AdjustmentType | ShipmentCost | Currency | AdjustmentReason |
      | Adjust Only    | 6000.00      | EUR      | 01               |
    And *Perform ""Invoice Adjusted Costs"" action*

    

+*Expected Result:*+  able to Perform ""Invoice Adjusted Costs"" action

+*Actual  Result:*+  unable to Perform ""Invoice Adjusted Costs"" action with following error



!image-20251029-112528.png|width=324,alt=""image-20251029-112528.png""!




*Order Release ID - LE20251029085223*
*shipment is 1000034168*

 

*Impact GTs :* 1

*Automation Report:*

[https://dhl.atlassian.net/wiki/download/attachments/316585430/TSTAUTO-31013_2025-10-29_091001.html?api=v2|https://dhl.atlassian.net/wiki/download/attachments/316585430/TSTAUTO-31013_2025-10-29_091001.html?api=v2]

 

 "
